"store","id","original_ean","original_name","original_description","current_price","promo_price"
Casa Ley,"4708270b-312f-4a04-aef5-0f8e92855e0e","7502001166066",Barmicil compuesto crema sons 1 pz,"",$36.90,$28.78
Casa Ley,a2b30f45-8277-47aa-ba82-9ddf2227171d,"7503017718003",Chile en frasco chiltepin molido el rey  50 gr,"",$63.90,$0.00
Casa Ley,"22eca63a-238c-41d8-8186-cf80af192d46","7501518494440",Boneles pollo buffalo grillers  700 gr,"",$233.50,$184.50
Casa Ley,ef04a102-8c3b-4484-9912-606ba34cfa72,"7501008498798",Bepanthen multiuso 5 pomada 1 pz,"",$95.47,$66.83
Casa Ley,"4ee5baa1-66bb-4f61-bc96-e145a05d7428","7501073843066",Agua mineral botella peñafiel 355 ml,"",$52.85,$0.00
Casa Ley,a4bafd8d-1e23-4923-83c9-6448f5d1a045,"7503040535004",Pizza de pepperoni formaggio 540 gr,"",$137.90,$97.90
Casa Ley,"432d8b75-6ba0-4b08-838a-394dd0107c3b","7501043110778",Betnovate 0 10g lo 1 pz,"",$759.54,$584.85
Casa Ley,"432cb9a0-312a-4e4f-bb6f-48139b522304","0673419321785",Juguete portalapices pina lego dots  1 pz,"",$399.00,$0.00
Casa Ley,"18bea142-f552-4485-bec4-243336f92598","7501073831933",Agua mineral botella sangria peñafiel 600 ml,"",$15.80,$0.00
Casa Ley,"574d52d5-8aeb-4476-9aa3-6c5601d4eb5a","7503023737074",Pizza peperoni litle italy 212 gr,"",$52.50,$41.50
Casa Ley,"34478fb0-df62-4db2-9b56-e98648ec37ac","7501043110686",Betnovate 0.1g/100g 40 gr,"",$785.95,$605.18
Casa Ley,"035ac7e3-972d-4ea5-8c80-08a924601666","7501101541070",Tender empanizado bbq bachoco 600 gr,"",$215.90,$162.90
Casa Ley,"9df50625-1101-4675-9014-0c39473810a3","0012957101013",Salsa botanera habanera huichol 190 gr,"",$14.50,$0.00
Casa Ley,e4a3f1af-8775-4270-b0cc-3c6c9e43df4d,"7503006040047",Salsa casera enedelia 250 gr,"",$18.90,$0.00
Casa Ley,f8f7d1b9-2c6e-4e67-a65b-47bd16aecb6f,"7502253600486",Bloqueador fotosun uv 50 mas fps declaf 125 ml,"",$137.90,$0.00
Casa Ley,"284d2e5d-997f-457a-be1f-52460396e9ec","7501630209342",Carne hamburguesa ley  600 gr,"",$58.50,$45.50
Casa Ley,"535d26d0-d11c-4bf9-8cac-075b8565f8d3","7502253600516",Bloqueador fotosun uv 50 mas fps declaf 60 ml,"",$85.35,$0.00
Casa Ley,e3cf099a-4491-4576-aeef-539ecaae5309,"7501031360161",Refresco botella manzanita sol  2 lt,"",$27.90,$0.00
Casa Ley,"8e98e71d-558d-4676-a25e-5a0689ce8820","7501011135581",Tostitos flamin hot sabritas 240 gr,"",$49.00,$0.00
Casa Ley,"0bbb734d-6724-4565-9b41-7aea52c221c6","7502253602367",Bloqueador fotosun uv adaptive color daclaf 60 ml,"",$250.00,$0.00
Casa Ley,e58ae5ae-409a-4484-b3ea-247b096c0883,"2050000014888",Agua natural sierra azul 3.78 lt,"",$29.00,$0.00
Casa Ley,e68147b9-3a98-4bb6-a805-1c54db9fb34c,"2050000128660",Bebida alcoholica preparada new mix sangrita 350 ml,"",$26.00,$0.00
